S1A1(3);S2A1(3);S1E1(3);S2E1(3)
-53 dBm;-54 dBm;-53 dBm;
-81 dBm;-54 dBm;-53 dBm;
-52 dBm;-55 dBm;-53 dBm;
-56 dBm;-79 dBm;-52 dBm;
-56 dBm;-54 dBm;-91 dBm;
-56 dBm;-56 dBm;-53 dBm;
-55 dBm;-54 dBm;-56 dBm;
-57 dBm;-55 dBm;-53 dBm;
-57 dBm;-78 dBm;-53 dBm;
-57 dBm;-78 dBm;-52 dBm;
-58 dBm;-78 dBm;-51 dBm;
-58 dBm;-78 dBm;-53 dBm;
-80 dBm;-78 dBm;-55 dBm;
-53 dBm;-54 dBm;-52 dBm;
-55 dBm;-77 dBm;-54 dBm;
-53 dBm;-54 dBm;-52 dBm;
-55 dBm;-76 dBm;-53 dBm;
-52 dBm;-54 dBm;-53 dBm;
-55 dBm;-71 dBm;-92 dBm;
-54 dBm;-55 dBm;-89 dBm;
-56 dBm;-55 dBm;-91 dBm;
-80 dBm;-76 dBm;-91 dBm;
-79 dBm;-52 dBm;-90 dBm;
-55 dBm;-71 dBm;-90 dBm;
-55 dBm;-55 dBm;-90 dBm;
-55 dBm;-55 dBm;-92 dBm;
-54 dBm;-54 dBm;-90 dBm;
-55 dBm;-55 dBm;-90 dBm;
-55 dBm;-77 dBm;-89 dBm;
-77 dBm;-77 dBm;-55 dBm;
-78 dBm;-54 dBm;-52 dBm;
-53 dBm;-55 dBm;-51 dBm;
-56 dBm;-77 dBm;-53 dBm;
-55 dBm;-77 dBm;-53 dBm;
-54 dBm;-54 dBm;-53 dBm;
-81 dBm;-54 dBm;-93 dBm;
-55 dBm;-78 dBm;-91 dBm;
-55 dBm;-79 dBm;-91 dBm;
-55 dBm;-55 dBm;-91 dBm;
-55 dBm;-55 dBm;-91 dBm;
-55 dBm;-52 dBm;-92 dBm;
-55 dBm;-54 dBm;-92 dBm;
-79 dBm;-54 dBm;-54 dBm;
-55 dBm;-78 dBm;-53 dBm;
-55 dBm;-80 dBm;-53 dBm;
-55 dBm;-78 dBm;-53 dBm;
-54 dBm;-78 dBm;-53 dBm;
-55 dBm;-54 dBm;-54 dBm;
-53 dBm;-53 dBm;-91 dBm;
-82 dBm;-54 dBm;-90 dBm;
-53 dBm;-79 dBm;-90 dBm;
-52 dBm;-77 dBm;-91 dBm;
-56 dBm;-55 dBm;-90 dBm;
-56 dBm;-71 dBm;-90 dBm;
-53 dBm;-54 dBm;-90 dBm;
-54 dBm;-55 dBm;-54 dBm;
-55 dBm;-55 dBm;-52 dBm;
-80 dBm;-55 dBm;-54 dBm;
-54 dBm;-53 dBm;-54 dBm;
-54 dBm;-77 dBm;-52 dBm;
-53 dBm;-54 dBm;-54 dBm;
-81 dBm;-55 dBm;-91 dBm;
-55 dBm;-55 dBm;-91 dBm;
-55 dBm;-53 dBm;-90 dBm;
-52 dBm;-55 dBm;-92 dBm;
-81 dBm;-79 dBm;-90 dBm;
-52 dBm;-54 dBm;-90 dBm;
-55 dBm;-55 dBm;-55 dBm;
-55 dBm;-54 dBm;-52 dBm;
-54 dBm;-55 dBm;-53 dBm;
-57 dBm;-54 dBm;-53 dBm;
-57 dBm;-53 dBm;-53 dBm;
-55 dBm;-76 dBm;-54 dBm;
-56 dBm;-77 dBm;-54 dBm;
-81 dBm;-76 dBm;-54 dBm;
-55 dBm;-76 dBm;-53 dBm;
-54 dBm;-52 dBm;-53 dBm;
-52 dBm;-72 dBm;-53 dBm;
-82 dBm;-54 dBm;-52 dBm;
-54 dBm;-76 dBm;-54 dBm;
-55 dBm;-54 dBm;-54 dBm;
-53 dBm;-55 dBm;-53 dBm;
-81 dBm;-76 dBm;-53 dBm;
-55 dBm;-52 dBm;-52 dBm;
-54 dBm;-75 dBm;-54 dBm;
-54 dBm;-76 dBm;-55 dBm;
-82 dBm;-54 dBm;-53 dBm;
-53 dBm;-55 dBm;-53 dBm;
-57 dBm;-55 dBm;-53 dBm;
-54 dBm;-52 dBm;-53 dBm;
-55 dBm;-53 dBm;-52 dBm;
-82 dBm;-76 dBm;-55 dBm;
-54 dBm;-55 dBm;-51 dBm;
-55 dBm;-68 dBm;-53 dBm;
-54 dBm;-54 dBm;-54 dBm;
-54 dBm;-78 dBm;-53 dBm;
-82 dBm;-76 dBm;-52 dBm;
-55 dBm;-55 dBm;-55 dBm;
-55 dBm;-54 dBm;-80 dBm;
-54 dBm;-76 dBm;-54 dBm;
-56 dBm;-76 dBm;-52 dBm;
-55 dBm;-54 dBm;-89 dBm;
-53 dBm;-55 dBm;-54 dBm;
-55 dBm;-54 dBm;-55 dBm;
-54 dBm;-55 dBm;-55 dBm;
-80 dBm;-55 dBm;-50 dBm;
-53 dBm;-55 dBm;-50 dBm;
-55 dBm;-77 dBm;-54 dBm;
-54 dBm;-76 dBm;-56 dBm;
-53 dBm;-52 dBm;-50 dBm;
-80 dBm;-71 dBm;-50 dBm;
-52 dBm;-55 dBm;-54 dBm;
-56 dBm;-52 dBm;-56 dBm;
-55 dBm;-54 dBm;-54 dBm;
-82 dBm;-55 dBm;-54 dBm;
-81 dBm;-54 dBm;-52 dBm;
-54 dBm;-77 dBm;-55 dBm;
-56 dBm;-77 dBm;-56 dBm;
-52 dBm;-76 dBm;-55 dBm;
-55 dBm;-55 dBm;-54 dBm;
-54 dBm;-71 dBm;-56 dBm;
-55 dBm;-54 dBm;-54 dBm;
-81 dBm;-55 dBm;-55 dBm;
-52 dBm;-55 dBm;-57 dBm;
-54 dBm;-55 dBm;-54 dBm;
-56 dBm;-54 dBm;-55 dBm;
-53 dBm;-76 dBm;-56 dBm;
-53 dBm;-76 dBm;-50 dBm;
-54 dBm;-54 dBm;-51 dBm;
-55 dBm;-72 dBm;-55 dBm;
-53 dBm;-54 dBm;-56 dBm;
-55 dBm;-56 dBm;-51 dBm;
-80 dBm;-55 dBm;-53 dBm;
-55 dBm;-55 dBm;-57 dBm;
-55 dBm;-53 dBm;-50 dBm;
-54 dBm;-76 dBm;-50 dBm;
-52 dBm;-55 dBm;-53 dBm;
-80 dBm;-71 dBm;-56 dBm;
-55 dBm;-54 dBm;-50 dBm;
-55 dBm;-76 dBm;-55 dBm;
-55 dBm;-55 dBm;-56 dBm;
-78 dBm;-72 dBm;-51 dBm;
-55 dBm;-54 dBm;-50 dBm;
-56 dBm;-52 dBm;-54 dBm;
-54 dBm;-54 dBm;-57 dBm;
-81 dBm;-54 dBm;-50 dBm;
-52 dBm;-75 dBm;-89 dBm;
-56 dBm;-76 dBm;-55 dBm;
-55 dBm;-55 dBm;-56 dBm;
-81 dBm;-55 dBm;-54 dBm;
-54 dBm;-79 dBm;-55 dBm;
-54 dBm;-52 dBm;-56 dBm;
-54 dBm;-72 dBm;-55 dBm;
-80 dBm;-54 dBm;-54 dBm;
-53 dBm;-55 dBm;-54 dBm;
-56 dBm;-55 dBm;-55 dBm;
-56 dBm;-53 dBm;-55 dBm;
-55 dBm;-54 dBm;-55 dBm;
-52 dBm;-76 dBm;-53 dBm;
-80 dBm;-76 dBm;-55 dBm;
-79 dBm;-54 dBm;-56 dBm;
-79 dBm;-71 dBm;-52 dBm;
-78 dBm;-55 dBm;-56 dBm;
-55 dBm;-54 dBm;-54 dBm;
-54 dBm;-75 dBm;-54 dBm;
-54 dBm;-55 dBm;-52 dBm;
-54 dBm;-54 dBm;-54 dBm;
-54 dBm;-55 dBm;-52 dBm;
-56 dBm;-79 dBm;-56 dBm;
-55 dBm;-54 dBm;-52 dBm;
-56 dBm;-72 dBm;-54 dBm;
-80 dBm;-54 dBm;-55 dBm;
-55 dBm;-77 dBm;-55 dBm;
-56 dBm;-54 dBm;-53 dBm;
-55 dBm;-55 dBm;-55 dBm;
-55 dBm;-76 dBm;-56 dBm;
-55 dBm;-76 dBm;-57 dBm;
-53 dBm;-77 dBm;-54 dBm;
-80 dBm;-56 dBm;-53 dBm;
-54 dBm;-55 dBm;-54 dBm;
-56 dBm;-55 dBm;-56 dBm;
-54 dBm;-55 dBm;-54 dBm;
-80 dBm;-77 dBm;-52 dBm;
-54 dBm;-55 dBm;-55 dBm;
-53 dBm;-55 dBm;-54 dBm;
-55 dBm;-79 dBm;-54 dBm;
-56 dBm;-54 dBm;-57 dBm;
-56 dBm;-53 dBm;-54 dBm;
-55 dBm;-54 dBm;-52 dBm;
-58 dBm;-76 dBm;-54 dBm;
-57 dBm;-54 dBm;-54 dBm;
-56 dBm;-54 dBm;-56 dBm;
-57 dBm;-78 dBm;-53 dBm;
-56 dBm;-76 dBm;-54 dBm;
-57 dBm;-55 dBm;-56 dBm;
-57 dBm;-72 dBm;-54 dBm;
-57 dBm;-55 dBm;-54 dBm;
-54 dBm;-54 dBm;-55 dBm;
-80 dBm;-55 dBm;-55 dBm;
-54 dBm;-54 dBm;-54 dBm;
-54 dBm;-53 dBm;-56 dBm;
-54 dBm;-76 dBm;-54 dBm;
-55 dBm;-55 dBm;-56 dBm;
-53 dBm;-72 dBm;-55 dBm;
-50 dBm;-52 dBm;-54 dBm;
-55 dBm;-55 dBm;-54 dBm;
-54 dBm;-76 dBm;-53 dBm;
-55 dBm;-54 dBm;-56 dBm;
-57 dBm;-54 dBm;-54 dBm;
-79 dBm;-54 dBm;-54 dBm;
-53 dBm;-54 dBm;-55 dBm;
-79 dBm;-54 dBm;-56 dBm;
-56 dBm;-52 dBm;-53 dBm;
-54 dBm;-76 dBm;-54 dBm;
-55 dBm;-52 dBm;-55 dBm;
-55 dBm;-55 dBm;-56 dBm;
-81 dBm;-79 dBm;-55 dBm;
-54 dBm;-55 dBm;-55 dBm;
-54 dBm;-79 dBm;-56 dBm;
-55 dBm;-72 dBm;-56 dBm;
-80 dBm;-55 dBm;-52 dBm;
-54 dBm;-79 dBm;-52 dBm;
-55 dBm;-78 dBm;-55 dBm;
-56 dBm;-52 dBm;-57 dBm;
-56 dBm;-72 dBm;-55 dBm;
-54 dBm;-55 dBm;-54 dBm;
-54 dBm;-54 dBm;-54 dBm;
-80 dBm;-79 dBm;-55 dBm;
-55 dBm;-78 dBm;-56 dBm;
-57 dBm;-53 dBm;-55 dBm;
-57 dBm;-72 dBm;-53 dBm;
-55 dBm;-55 dBm;-56 dBm;
-79 dBm;-78 dBm;-52 dBm;
-55 dBm;-77 dBm;-55 dBm;
-57 dBm;-54 dBm;-55 dBm;
-54 dBm;-54 dBm;-55 dBm;
-54 dBm;-78 dBm;-54 dBm;
-55 dBm;-54 dBm;-54 dBm;
-79 dBm;-54 dBm;-56 dBm;
-55 dBm;-55 dBm;-53 dBm;
-55 dBm;-53 dBm;-54 dBm;
-55 dBm;-55 dBm;-54 dBm;
-54 dBm;-54 dBm;-55 dBm;
-53 dBm;-55 dBm;-55 dBm;
-56 dBm;-53 dBm;-54 dBm;
-85 dBm;-58 dBm;-55 dBm;
-55 dBm;-79 dBm;-55 dBm;
-55 dBm;-79 dBm;-55 dBm;
-55 dBm;-79 dBm;-54 dBm;
-80 dBm;-79 dBm;-54 dBm;
-55 dBm;-77 dBm;-58 dBm;
-54 dBm;-54 dBm;-55 dBm;
-53 dBm;-54 dBm;-54 dBm;
-53 dBm;-80 dBm;-54 dBm;
-54 dBm;-55 dBm;-55 dBm;
-54 dBm;-52 dBm;-54 dBm;
-55 dBm;-76 dBm;-54 dBm;
-54 dBm;-55 dBm;-54 dBm;
-55 dBm;-54 dBm;-52 dBm;
-80 dBm;-78 dBm;-52 dBm;
-54 dBm;-55 dBm;-55 dBm;
-55 dBm;-72 dBm;-53 dBm;
-53 dBm;-54 dBm;-55 dBm;
-53 dBm;-80 dBm;-56 dBm;
-56 dBm;-55 dBm;-54 dBm;
-54 dBm;-54 dBm;-52 dBm;
-82 dBm;-79 dBm;-56 dBm;
-55 dBm;-55 dBm;-55 dBm;
-54 dBm;-54 dBm;-54 dBm;
-54 dBm;-82 dBm;-52 dBm;
-81 dBm;-54 dBm;-54 dBm;
-80 dBm;-55 dBm;-54 dBm;
-54 dBm;-81 dBm;-56 dBm;
-54 dBm;-55 dBm;-54 dBm;
-54 dBm;-54 dBm;-55 dBm;
-82 dBm;-81 dBm;-56 dBm;
-54 dBm;-54 dBm;-57 dBm;
-54 dBm;-55 dBm;-53 dBm;
-81 dBm;-80 dBm;-54 dBm;
-56 dBm;-54 dBm;-54 dBm;
-56 dBm;-72 dBm;-55 dBm;
-55 dBm;-54 dBm;-56 dBm;
-80 dBm;-54 dBm;-54 dBm;
-52 dBm;-54 dBm;-57 dBm;
-54 dBm;-80 dBm;-55 dBm;
-54 dBm;-54 dBm;-54 dBm;
-52 dBm;-55 dBm;-52 dBm;
-81 dBm;-55 dBm;-57 dBm;
-53 dBm;-55 dBm;-55 dBm;
-55 dBm;-54 dBm;-54 dBm;
-55 dBm;-54 dBm;-55 dBm;
-81 dBm;-80 dBm;-54 dBm;
-55 dBm;-54 dBm;-55 dBm;
-55 dBm;-55 dBm;-54 dBm;
-55 dBm;-54 dBm;-55 dBm;
-54 dBm;-82 dBm;-55 dBm;
-78 dBm;-81 dBm;-55 dBm;
-53 dBm;-54 dBm;-55 dBm;
-55 dBm;-72 dBm;-56 dBm;
-53 dBm;-81 dBm;-56 dBm;
-55 dBm;-54 dBm;-55 dBm;
-55 dBm;-71 dBm;-55 dBm;
-55 dBm;-54 dBm;-57 dBm;
-54 dBm;-78 dBm;-57 dBm;
-55 dBm;-54 dBm;-52 dBm;
-54 dBm;-71 dBm;-52 dBm;
-52 dBm;-54 dBm;-52 dBm;
-55 dBm;-81 dBm;-55 dBm;
-55 dBm;-54 dBm;-50 dBm;
-55 dBm;-54 dBm;-55 dBm;
-58 dBm;-54 dBm;-55 dBm;
-57 dBm;-81 dBm;-54 dBm;
-58 dBm;-81 dBm;-56 dBm;
-58 dBm;-55 dBm;-57 dBm;
-57 dBm;-54 dBm;-57 dBm;
-57 dBm;-80 dBm;-56 dBm;
-56 dBm;-54 dBm;-57 dBm;
-57 dBm;-71 dBm;-57 dBm;
-57 dBm;-55 dBm;-57 dBm;
-57 dBm;-82 dBm;-57 dBm;
-57 dBm;-54 dBm;-57 dBm;
-57 dBm;-68 dBm;-56 dBm;
-57 dBm;-54 dBm;-56 dBm;
-57 dBm;-54 dBm;-57 dBm;
-56 dBm;-54 dBm;-55 dBm;
-80 dBm;-80 dBm;-55 dBm;
-53 dBm;-80 dBm;-52 dBm;
-57 dBm;-52 dBm;-53 dBm;
-58 dBm;-54 dBm;-55 dBm;
-52 dBm;-71 dBm;-53 dBm;
-81 dBm;-55 dBm;-51 dBm;
-55 dBm;-79 dBm;-58 dBm;
-58 dBm;-55 dBm;-56 dBm;
-56 dBm;-71 dBm;-55 dBm;
-80 dBm;-54 dBm;-55 dBm;
-54 dBm;-81 dBm;-55 dBm;
-54 dBm;-55 dBm;-54 dBm;
-55 dBm;-54 dBm;-55 dBm;
-55 dBm;-79 dBm;-55 dBm;
-54 dBm;-52 dBm;-52 dBm;
-54 dBm;-54 dBm;-53 dBm;
-55 dBm;-52 dBm;-57 dBm;
-55 dBm;-54 dBm;-57 dBm;
-80 dBm;-55 dBm;-57 dBm;
-52 dBm;-55 dBm;-57 dBm;
-57 dBm;-80 dBm;-53 dBm;
-56 dBm;-55 dBm;-55 dBm;
-55 dBm;-52 dBm;-57 dBm;
-55 dBm;-54 dBm;-55 dBm;
-57 dBm;-53 dBm;-54 dBm;
-54 dBm;-79 dBm;-54 dBm;
-80 dBm;-55 dBm;-55 dBm;
-53 dBm;-71 dBm;-55 dBm;
-57 dBm;-56 dBm;-57 dBm;
-55 dBm;-55 dBm;-56 dBm;
-81 dBm;-80 dBm;-54 dBm;
-55 dBm;-79 dBm;-55 dBm;
-57 dBm;-54 dBm;-53 dBm;
-53 dBm;-54 dBm;-55 dBm;
-55 dBm;-54 dBm;-54 dBm;
-52 dBm;-78 dBm;-89 dBm;
-53 dBm;-55 dBm;-52 dBm;
-51 dBm;-55 dBm;-56 dBm;
-53 dBm;-80 dBm;-57 dBm;
-54 dBm;-55 dBm;-52 dBm;
-56 dBm;-71 dBm;-54 dBm;
-55 dBm;-54 dBm;-55 dBm;
-55 dBm;-55 dBm;-55 dBm;
-57 dBm;-80 dBm;-57 dBm;
-57 dBm;-54 dBm;-55 dBm;
-57 dBm;-72 dBm;-55 dBm;
-56 dBm;-56 dBm;-55 dBm;
-57 dBm;-80 dBm;-55 dBm;
-58 dBm;-54 dBm;-55 dBm;
-55 dBm;-71 dBm;-55 dBm;
-55 dBm;-54 dBm;-54 dBm;
-55 dBm;-81 dBm;-54 dBm;
-55 dBm;-54 dBm;-54 dBm;
-50 dBm;-53 dBm;-56 dBm;
-55 dBm;-80 dBm;-54 dBm;
-55 dBm;-55 dBm;-55 dBm;
-81 dBm;-53 dBm;-55 dBm;
-55 dBm;-54 dBm;-56 dBm;
-54 dBm;-55 dBm;-53 dBm;
-55 dBm;-55 dBm;-53 dBm;
-81 dBm;-55 dBm;-55 dBm;
-55 dBm;-79 dBm;-54 dBm;
-54 dBm;-54 dBm;-55 dBm;
-55 dBm;-55 dBm;-52 dBm;
-55 dBm;-55 dBm;-55 dBm;
-54 dBm;-55 dBm;-54 dBm;
-52 dBm;-54 dBm;-53 dBm;
-53 dBm;-55 dBm;-55 dBm;
-53 dBm;-54 dBm;-54 dBm;
-50 dBm;-79 dBm;-54 dBm;
-55 dBm;-55 dBm;-54 dBm;
-55 dBm;-71 dBm;-55 dBm;
-81 dBm;-56 dBm;-56 dBm;
-54 dBm;-53 dBm;-57 dBm;
-54 dBm;-79 dBm;-57 dBm;
-58 dBm;-55 dBm;-51 dBm;
-55 dBm;-54 dBm;-58 dBm;
-52 dBm;-55 dBm;-54 dBm;
-54 dBm;-54 dBm;-54 dBm;
-52 dBm;-54 dBm;-55 dBm;
-50 dBm;-80 dBm;-52 dBm;
-57 dBm;-55 dBm;-54 dBm;
-54 dBm;-72 dBm;-54 dBm;
-55 dBm;-55 dBm;-55 dBm;
-55 dBm;-54 dBm;-55 dBm;
-55 dBm;-80 dBm;-55 dBm;
-53 dBm;-54 dBm;-55 dBm;
-53 dBm;-52 dBm;-55 dBm;
-55 dBm;-55 dBm;-89 dBm;
-55 dBm;-78 dBm;-55 dBm;
-53 dBm;-54 dBm;-57 dBm;
-80 dBm;-54 dBm;-54 dBm;
-52 dBm;-52 dBm;-55 dBm;
-58 dBm;-81 dBm;-54 dBm;
-54 dBm;-52 dBm;-55 dBm;
-83 dBm;-54 dBm;-55 dBm;
-54 dBm;-52 dBm;-55 dBm;
-57 dBm;-55 dBm;-54 dBm;
-55 dBm;-55 dBm;-52 dBm;
-55 dBm;-54 dBm;-55 dBm;
-55 dBm;-55 dBm;-55 dBm;
-58 dBm;-80 dBm;-55 dBm;
-55 dBm;-80 dBm;-55 dBm;
-82 dBm;-54 dBm;-54 dBm;
-54 dBm;-72 dBm;-54 dBm;
-57 dBm;-52 dBm;-55 dBm;
-55 dBm;-55 dBm;-55 dBm;
-55 dBm;-78 dBm;-56 dBm;
-55 dBm;-53 dBm;-55 dBm;
-52 dBm;-55 dBm;-55 dBm;
-55 dBm;-54 dBm;-55 dBm;
-52 dBm;-55 dBm;-55 dBm;
-54 dBm;-54 dBm;-55 dBm;
-55 dBm;-54 dBm;-53 dBm;
-52 dBm;-54 dBm;-55 dBm;
-57 dBm;-79 dBm;-55 dBm;
-57 dBm;-54 dBm;-54 dBm;
-55 dBm;-54 dBm;-55 dBm;
-54 dBm;-80 dBm;-54 dBm;
-55 dBm;-54 dBm;-54 dBm;
-52 dBm;-71 dBm;-54 dBm;
-54 dBm;-53 dBm;-55 dBm;
-55 dBm;-78 dBm;-55 dBm;
-55 dBm;-53 dBm;-55 dBm;
-51 dBm;-72 dBm;-56 dBm;
-58 dBm;-54 dBm;-57 dBm;
-57 dBm;-79 dBm;-58 dBm;
-54 dBm;-55 dBm;-58 dBm;
-52 dBm;-52 dBm;-57 dBm;
-54 dBm;-55 dBm;-52 dBm;
-55 dBm;-54 dBm;-55 dBm;
-54 dBm;-55 dBm;-56 dBm;
-53 dBm;-54 dBm;-54 dBm;
-52 dBm;-52 dBm;-55 dBm;
-58 dBm;-54 dBm;-56 dBm;
-57 dBm;-80 dBm;-56 dBm;
-57 dBm;-54 dBm;-55 dBm;
-55 dBm;-55 dBm;-54 dBm;
-54 dBm;-79 dBm;-53 dBm;
-55 dBm;-55 dBm;-53 dBm;
-56 dBm;-54 dBm;-52 dBm;
-52 dBm;-55 dBm;-53 dBm;
-55 dBm;-54 dBm;-54 dBm;
-54 dBm;-52 dBm;-55 dBm;
-51 dBm;-55 dBm;-55 dBm;
-80 dBm;-55 dBm;-54 dBm;
-54 dBm;-78 dBm;-54 dBm;
-55 dBm;-54 dBm;-55 dBm;
-55 dBm;-55 dBm;-54 dBm;
-54 dBm;-79 dBm;-53 dBm;
-51 dBm;-78 dBm;-55 dBm;
-53 dBm;-79 dBm;-55 dBm;
-53 dBm;-54 dBm;-54 dBm;
-54 dBm;-70 dBm;-52 dBm;
-55 dBm;-54 dBm;-54 dBm;
-53 dBm;-53 dBm;-53 dBm;
-54 dBm;-53 dBm;-52 dBm;
-52 dBm;-54 dBm;-57 dBm;
-58 dBm;-51 dBm;-54 dBm;
-57 dBm;-51 dBm;-55 dBm;
-53 dBm;-53 dBm;-54 dBm;
-55 dBm;-53 dBm;-54 dBm;
-55 dBm;-53 dBm;-56 dBm;
-54 dBm;-53 dBm;-54 dBm;
-53 dBm;-53 dBm;-54 dBm;
-57 dBm;-69 dBm;-54 dBm;
-55 dBm;-52 dBm;-56 dBm;
-55 dBm;-53 dBm;-52 dBm;
-55 dBm;-54 dBm;-55 dBm;
-55 dBm;-54 dBm;-55 dBm;
-53 dBm;-51 dBm;-54 dBm;
-57 dBm;-52 dBm;-54 dBm;
-57 dBm;-52 dBm;-55 dBm;
-57 dBm;-80 dBm;-53 dBm;
-56 dBm;-53 dBm;-51 dBm;
-56 dBm;-79 dBm;-55 dBm;
-57 dBm;-55 dBm;-54 dBm;
-57 dBm;-55 dBm;-54 dBm;
-57 dBm;-53 dBm;-54 dBm;
-54 dBm;-53 dBm;-55 dBm;
-58 dBm;-55 dBm;-54 dBm;
-54 dBm;-53 dBm;-55 dBm;
-54 dBm;-51 dBm;-54 dBm;
-56 dBm;-69 dBm;-53 dBm;
-58 dBm;-55 dBm;-55 dBm;
-54 dBm;-53 dBm;-54 dBm;
-54 dBm;-55 dBm;-56 dBm;
-55 dBm;-53 dBm;-56 dBm;
-54 dBm;-51 dBm;-56 dBm;
-52 dBm;-53 dBm;-56 dBm;
-57 dBm;-53 dBm;-54 dBm;
-57 dBm;-78 dBm;-54 dBm;
-58 dBm;-54 dBm;-55 dBm;
-57 dBm;-55 dBm;-54 dBm;
-57 dBm;-53 dBm;-55 dBm;
-57 dBm;-54 dBm;-55 dBm;
-57 dBm;-52 dBm;-56 dBm;
-56 dBm;-51 dBm;-54 dBm;
-57 dBm;-69 dBm;-54 dBm;
-57 dBm;-52 dBm;-56 dBm;
-57 dBm;-55 dBm;-54 dBm;
-56 dBm;-55 dBm;-54 dBm;
-57 dBm;-54 dBm;-55 dBm;
-58 dBm;-50 dBm;-55 dBm;
-55 dBm;-54 dBm;-52 dBm;
-52 dBm;-53 dBm;-56 dBm;
-53 dBm;-72 dBm;-54 dBm;
-54 dBm;-53 dBm;-55 dBm;
-57 dBm;-81 dBm;-52 dBm;
-57 dBm;-54 dBm;-55 dBm;
-58 dBm;-72 dBm;-55 dBm;
-57 dBm;-53 dBm;-55 dBm;
-57 dBm;-55 dBm;-55 dBm;
-58 dBm;-54 dBm;-56 dBm;
-57 dBm;-83 dBm;-54 dBm;
-57 dBm;-55 dBm;-55 dBm;
-58 dBm;-55 dBm;-54 dBm;
-57 dBm;-54 dBm;-90 dBm;
-57 dBm;-55 dBm;-55 dBm;
-53 dBm;-54 dBm;-56 dBm;
-54 dBm;-55 dBm;-53 dBm;
-56 dBm;-69 dBm;-53 dBm;
-53 dBm;-54 dBm;-53 dBm;
-54 dBm;-56 dBm;-55 dBm;
-54 dBm;-55 dBm;-81 dBm;
-54 dBm;-55 dBm;-55 dBm;
-57 dBm;-55 dBm;-55 dBm;
-58 dBm;-55 dBm;-55 dBm;
-57 dBm;-54 dBm;-56 dBm;
-57 dBm;-51 dBm;-54 dBm;
-58 dBm;-71 dBm;-54 dBm;
-57 dBm;-54 dBm;-55 dBm;
-57 dBm;-83 dBm;-55 dBm;
-56 dBm;-54 dBm;-55 dBm;
-57 dBm;-54 dBm;-54 dBm;
-57 dBm;-54 dBm;-56 dBm;
-57 dBm;-72 dBm;-55 dBm;
-55 dBm;-55 dBm;-90 dBm;
-54 dBm;-55 dBm;-54 dBm;
-53 dBm;-55 dBm;-55 dBm;
-54 dBm;-55 dBm;-55 dBm;
-53 dBm;-82 dBm;-54 dBm;
-55 dBm;-54 dBm;-56 dBm;
-54 dBm;-69 dBm;-54 dBm;
-52 dBm;-54 dBm;-54 dBm;
-52 dBm;-54 dBm;-55 dBm;
-55 dBm;-52 dBm;-52 dBm;
-55 dBm;-54 dBm;-55 dBm;
-55 dBm;-54 dBm;-55 dBm;
-57 dBm;-55 dBm;-53 dBm;
-58 dBm;-82 dBm;-55 dBm;
-57 dBm;-52 dBm;-55 dBm;
-57 dBm;-52 dBm;-55 dBm;
-57 dBm;-54 dBm;-55 dBm;
-58 dBm;-55 dBm;-56 dBm;
-57 dBm;-54 dBm;-55 dBm;
-57 dBm;-54 dBm;-55 dBm;
-57 dBm;-54 dBm;-53 dBm;
-57 dBm;-82 dBm;-53 dBm;
-58 dBm;-53 dBm;-54 dBm;
-58 dBm;-70 dBm;-55 dBm;
-57 dBm;-54 dBm;-55 dBm;
-57 dBm;-54 dBm;-54 dBm;
-57 dBm;-56 dBm;-54 dBm;
-57 dBm;-81 dBm;-55 dBm;
-58 dBm;-55 dBm;-54 dBm;
-57 dBm;-71 dBm;-55 dBm;
-58 dBm;-55 dBm;-54 dBm;
-57 dBm;-82 dBm;-89 dBm;
-57 dBm;-54 dBm;-53 dBm;
-57 dBm;-52 dBm;-54 dBm;
-55 dBm;-55 dBm;-54 dBm;
-57 dBm;-53 dBm;-57 dBm;
-57 dBm;-53 dBm;-54 dBm;
-58 dBm;-50 dBm;-54 dBm;
-57 dBm;-69 dBm;-54 dBm;
-57 dBm;-55 dBm;-56 dBm;
-57 dBm;-82 dBm;-57 dBm;
-57 dBm;-54 dBm;-55 dBm;
-57 dBm;-82 dBm;-55 dBm;
-57 dBm;-55 dBm;-91 dBm;
-57 dBm;-81 dBm;-55 dBm;
-57 dBm;-54 dBm;-56 dBm;
-54 dBm;-55 dBm;-56 dBm;
-53 dBm;-82 dBm;-56 dBm;
-50 dBm;-54 dBm;-54 dBm;
-55 dBm;-52 dBm;-56 dBm;
-57 dBm;-52 dBm;-53 dBm;
-56 dBm;-81 dBm;-52 dBm;
-56 dBm;-55 dBm;-55 dBm;
-56 dBm;-71 dBm;-53 dBm;
-55 dBm;-54 dBm;-55 dBm;
-55 dBm;-55 dBm;-55 dBm;
-56 dBm;-54 dBm;-56 dBm;
-57 dBm;-54 dBm;-54 dBm;
-57 dBm;-54 dBm;-52 dBm;
-57 dBm;-81 dBm;-52 dBm;
-57 dBm;-53 dBm;-54 dBm;
-57 dBm;-52 dBm;-54 dBm;
-58 dBm;-82 dBm;-52 dBm;
-57 dBm;-55 dBm;-54 dBm;
-57 dBm;-53 dBm;-53 dBm;
-57 dBm;-54 dBm;-50 dBm;
-57 dBm;-80 dBm;-53 dBm;
-57 dBm;-54 dBm;-56 dBm;
-52 dBm;-71 dBm;-54 dBm;
-52 dBm;-55 dBm;-56 dBm;
-53 dBm;-55 dBm;-54 dBm;
-55 dBm;-52 dBm;-55 dBm;
-54 dBm;-55 dBm;-55 dBm;
